a        阿呵啊嗬
zhǎ      厏拃苲眨砟鲊鲝諎鮓鮺
zhā      扎吒咋抯奓挓柤查査哳紥偧紮喳揸渣溠猹楂飵劄摣潳皶樝觰皻譇齄齇
zhai     択粂瘵
zhái     厇宅择翟擇檡
zhài     责债柴砦祭責債寨瘵
zhǎi     厏抧窄鉙
zhāi     亝侧哜夈捚斋側斎摘榸嚌擿齋
zhan     蘸
zhán     讝
zhàn     占佔战栈桟站偡绽菚嵁棧湛戦碊僝綻嶘輚戰虥虦襢覱轏颤譧欃蘸顫驏
zhǎn     斩飐展盏崭斬琖搌盞嶃嶄榐辗颭嫸醆橏輾皽黵
zhān     占怗枬沾毡旃栴粘蛅飦惉詀趈詹閚谵鳽噡嶦薝邅霑氈氊瞻覱鹯旜譫饘鳣驙魙鱣鸇
zhang    粀幥鏱
zhàng    丈仗扙帐张杖胀账涨帳張涱脹痮障墇嶂幛漲賬瘬瘴瞕
zhǎng    仉长仧兏長涨掌漲礃鞝
zhāng    仉张弡張章傽鄣嫜彰慞漳獐粻蔁遧暲樟璋餦蟑騿鱆麞
zháo     着
zhào     召兆诏枛垗炤狣赵笊肁啅旐棹詔照罩箌肇肈趙曌濯燳鮡櫂瞾羄
zhǎo     爪爫找沼菬瑵
zhāo     佋钊妱巶招昭炤釗啁着朝釽鉊鳭鼌嘲駋鍣皽鼂謿
zhe      粍着嗻
zhé      乇厇扸折杔歽矺砓籷虴哲埑袩啠悊晢晣辄喆棏聑蛰詟搩蜇谪馲摺輒慹磔輙銸辙蟄嚞謫謺鮿轍讁讋
zhè      这柘浙這淛嗻蔗樜鹧蟅鷓
zhě      者褚锗赭踷褶鍺襵
zhē      折蜇嗻嫬遮螫
zhèi     这這
zhen     鋴
zhèn     圳阵纼甽侲挋陣鸩振朕栚紖桭眹赈塦揕填絼榐瑱誫賑镇震鴆鎭鎮
zhěn     诊抮枕姫弫昣轸屒畛疹眕袗紾聄竧裖覙診軫嫃缜槙稹駗縝縥辴鬒黰
zhēn     贞针侦侲帧枮浈珍珎胗貞帪桢眞真砧祯針偵酙寊幀揕湞葴遉嫃搸斟椹楨溱獉甄禎蒖蓁鉁榛槙殝瑧碪禛潧箴樼澵臻薽錱轃鍼籈鱵
zhèng    正氶争证怔爭诤郑挣政徎症钲掙铮幁証塣鉦靕鄭憕諍錚鴊證癥
zhěng    氶抍糽拯掟晸愸撜整
zhēng    丁正争佂姃征怔爭糽诤峥挣政炡狰烝症眐脀钲埥埩崝崢掙猙睁聇铮媜揁筝徰睜蒸鉦徴箏綪徵諍踭篜錚鬇鲭鯖癥鏳
zhi      俧潌
zhí      执侄妷拓直秇姪郦値值聀釞埴執淔职戠植殖犆禃絷臷跖瓡摕摭馽嬂慹漐潪踯樴膱縶職蟙蹠蹢軄躑酈
zhì      至芖伿坁志忮扻识豸制厔垁帙帜斦治炙知织质迣郅峙庢庤挃柣栉洷祑陟娡徏挚捗晊桎歭狾秩致袟贽轾乿偫剬徝掷梽楖猘畤痓痔眰秲秷窒紩翐袠觗貭铚鸷傂崻彘智滞痣蛭骘寘廌搱滍稚筫
zhì      置跱輊锧雉墆滯疐瘈聜製覟誌銍幟憄摨摯潪熫稺膣觯質踬銴鋕擳旘瀄璏緻隲駤鴙儨劕懥擲擿櫛穉螲懫織贄櫍瓆觶識騭鯯礩豑鶨騺驇躓鷙鑕豒
zhǐ      夂止只劧旨阯址坁帋扺汦沚纸芷坧抧杫祇祉茋咫恉指枳洔砋秖衹轵淽疻紙茝蚔隻訨趾軹黹禔筫絺酯墌徴槯徵藢襧
zhī      之支氏卮只汁芝吱巵汥汦呮枝泜知祇织肢枳栀祗秓秖胑胝衼倁栺疷祬脂隻梔菭椥臸搘禔稙綕榰蜘馶憄鳷鴲織雙蘵鼅
zhòng    中仲众妕狆祌种茽衶重蚛衷偅眾堹媑筗衆種緟諥
zhǒng    肿种冢喠尰塚歱煄腫瘇種徸踵穜
zhōng    夂中伀汷刣妐彸忪忠泈炂终柊盅衳钟舯蚣衷終鈡幒蔠蜙锺銿螤鴤螽鍾斔鼨蹱鐘籦
zhou     碡駲
zhóu     妯轴軸
zhòu     纣伷呪咒宙绉冑咮昼祝紂胄荮轴晝皱酎粙舳椆葤詋軸甃僽皺駎噣縐繇薵骤籀籕籒驟
zhǒu     肘帚疛胕菷晭睭箒鯞
zhōu     州舟诌侜周洲炿诪烐珘调辀郮啁婤徟掫淍矪週鸼喌粥赒輈翢銂調賙輖霌嚋盩謅鵃騆譸
zhu      主舳墸
zhú      朮术竹竺柚炢笁茿烛窋逐笜舳術逫筑瘃蓫敱敳磩築篴斀燭蠋躅鱁劚孎灟斸曯欘爥蠾钃
zhù      主宁伫佇住助纻芧苎坾拀杼注苧贮迬驻壴柱柷殶炷祝疰眝砫祩竚莇庶庻紵紸羜著蛀尌嵀甯筑註貯跓軴铸筯鉒飳馵嗻寧箸翥樦澍鋳駐築篫麆簗薴櫡鑄
zhǔ      丶主劯宔拄柱砫罜陼帾渚属煑煮詝褚嘱濐燝麈瞩屬囑鸀矚
zhū      朱侏诛邾洙茱株珠诸猪硃秼袾铢絑蛛誅跦槠潴蕏蝫銖橥諸豬駯鮢鴸瀦藸櫧櫫鼄鯺蠩
zhuǎ     爪爫
zhuā     抓挝撾檛膼簻髽
zhuài    拽睉
zhuǎi    转跩轉
zhuāi    拽跩
zhuàn    传沌灷转啭転堟巽蒃傳瑑腞僎僝赚撰篆馔篹縳襈賺簨轉譔饌囀籑
zhuǎn    转孨転膞竱轉
zhuān    专叀専恮砖耑專剸鄟塼嫥漙瑼甎磗膞颛磚諯篿蟤顓鱄
zhuàng   壮壯状狀壵焋僮漴幢撞戅戆戇
zhuǎng   奘
zhuāng   妆庄妝庒荘娤桩莊梉湷粧装裝樁糚
zhuì     坠笍奞娷缀隊惴甀缒腏畷硾膇墜綴赘縋諈醊錣礈贅鑆
zhuǐ     沝
zhuī     隹追骓揣椎锥錐騅鵻
zhùn     旽訰稕綧
zhǔn     准埻凖準稕綧
zhūn     屯圫宒忳迍肫窀谆啍淳諄衠
zhuo     窧
zhuó     圴彴汋犳灼卓叕妰茁斫浊丵剢捔浞烵诼酌啄啅娺着聉著斮晫椓琢琸斱硺窡罬蓔墌撯擆斲禚箸劅諁諑鋜噣濁燋篧缴擢斀斵濯藋櫡謶镯繳鵫灂蠗躅鐲籗鷟蠿籱
zhuō     拙炪倬捉桌梲棁涿淖棳棹焯槕擢穛鐯穱
zi       嗭
zí       蓻
zì       子字自芓秄洓茡荢倳剚恣牸渍眥眦菑胔胾漬
zǐ       子仔吇芓姉姊杍沝矷秄胏呰秭籽耔茈虸笫梓釨啙紫滓訾訿榟
zī       仔孖吱孜甾茊兹呲咨姕姿茲恣栥玆畠紎赀资崰淄秶缁菑谘赼嗞孳嵫椔湽滋粢葘辎鄑孶禌觜訾貲資趑锱稵緇緕鈭镃龇輜鼒澬薋諮趦輺錙髭鲻鍿鎡璾頾頿鯔鶅齍纃鰦齜
zòng     从纵昮疭從猔碂粽潨糉緵瘲縦縱繌豵糭
zǒng     纵总倊偬捴惣揌揔搃焧傯蓗嵸摠潀稯総熜緫縂燪縱總
zōng     宗枞倧综骔堫嵏嵕惾棕猣腙葼朡椶嵸潈稯綜緃樅熧緵翪蝬踨踪磫繌鍐豵蹤騌鬃騣鬉鬷鯮鯼鑁
zòu      奏揍媰楱
zǒu      赱走搊
zōu      邹驺诹郰陬掫菆棷棸鄒箃緅諏鄹鲰鯫黀騶齱齺
zú       卆足卒倅哫崒崪族椊稡箤踤镞鎐鏃
zǔ       诅阻组俎柤爼珇祖唨組詛靻
zū       怚苴柤租菹葅蒩
zuàn     钻揝赚篹賺攥鑚鑽
zuǎn     篹繤缵纂纉籫纘
zuān     钻鉆劗躜鑚躦鑽
zuì      冣栬絊酔晬最祽睟稡罪辠槜酻蕞醉嶵檇鋷錊檌欈
zuǐ      咀觜嶊嘴噿濢璻
zuī      咀厜朘脧羧嗺樶蟕纗
zùn      拵捘栫袸銌瀳
zǔn      僔噂撙繜譐
zūn      尊噂墫嶟遵樽繜罇鐏鳟鱒鷷
zuo      咗
zuó      苲昨柮秨莋捽笮琢稓筰鈼
zuò      作坐阼岝岞怍侳柞祚胙唑座袏做葃葄酢飵諎糳
zuǒ      左佐撮繓
zuō      作唶嘬穝
        呒呣姆嘸
g       唔嗯
